Dyan,Oldroyd,193,American,Expedia,Double-double,8,4,4,80,150,70,6/9/2019,6/10/2019,250-353-7479,tlembke@lembke.org,None
Tonette,Wenner,194,American,TripAdvisors,Quad,7,4,4,80,150,70,6/9/2019,6/10/2019,705-838-9265,nohemi@aol.com,None
Lavera,Perin,195,American,Booking.com,Double-double,6,4,4,80,150,70,6/9/2019,6/10/2019,819-255-1725,dell_polino@polino.com,None
Lorrie,Nestle,196,American,Walk-in Guest,Double,5,2,2,50,100,50,6/11/2019,6/12/2019,613-749-1169,felton.yafuso@gmail.com,None
Roxane,Campain,197,American,Hotels.com,Double,3,2,2,50,100,50,6/11/2019,6/12/2019,902-844-1174,lyla_fucillo@cox.net,None
Fatima,Saylors,198,American,TripAdvisors,Twin,2,2,2,50,100,50,6/11/2019,6/12/2019,519-872-6826,andree.christmann@cox.net,None
Erick,Ferencz,199,American,Hotels.com,Twin,1,2,2,50,100,50,6/11/2019,6/12/2019,780-574-5620,hollis.stanfield@aol.com,None
Youlanda,Schemmer,200,American,TripAdvisors,Double,5,2,2,50,100,50,6/12/2019,6/13/2019,450-840-7605,tish.violett@violett.com,None
Kati,Rulapaugh,201,American,Hotels.com,Twin,2,2,2,50,100,50,6/12/2019,6/13/2019,519-912-5533,kimberely.rabuse@cox.net,None
Valentine,Gillian,202,American,TripAdvisors,Apartment,10,8,8,150,300,150,6/12/2019,6/13/2019,514-203-7817,corrie_kardell@aol.com,None
Rozella,Ostrosky,203,American,TripAdvisors,Double-double,8,4,4,80,150,70,6/12/2019,6/13/2019,905-652-4509,elise@gmail.com,None
Jose,Stockham,204,American,Kayak,Double-double,6,4,4,80,150,70,6/13/2019,6/14/2019,519-790-8660,laurena.begin@begin.com,None
Albina,Glick,205,American,Walk-in Guest,Double,4,2,2,50,100,50,6/13/2019,6/14/2019,604-236-4625,lauryn@yahoo.com,None
Francine,Vocelka,206,American,Priceline,Twin,1,2,2,50,100,50,6/13/2019,6/14/2019,780-384-5410,wlablanc@yahoo.com,None
Ammie,Corrio,207,American,Priceline,Double-double,8,4,4,80,150,70,6/13/2019,6/14/2019,819-536-7034,idudash@dudash.com,None
Bernardo,Figeroa,208,American,Walk-in Guest,Double,3,2,2,50,100,50,6/13/2019,6/14/2019,306-291-5073,vbilla@yahoo.com,None
Willow,Kusko,209,Canadian,Kayak,Twin,2,2,2,50,100,50,6/14/2019,6/15/2019,403-337-7162,gianna@aol.com,None
Ezekiel,Chui,210,Canadian,Booking.com,Executive Suite,9,6,6,100,200,100,6/14/2019,6/15/2019,705-477-2307,crissy@aol.com,None
Chanel,Caudy,211,Italian,Hotels.com,Double,5,2,2,50,100,50,6/14/2019,6/15/2019,416-716-6446,chandra.lagos@lagos.org,None
Allene,Iturbide,212,Italian,Kayak,Double-double,8,4,4,80,150,70,6/15/2019,6/16/2019,506-978-1488,apolonia@gmail.com,None
Alisha,Slusarski,213,Australian,Priceline,Double,5,2,2,50,100,50,6/15/2019,6/16/2019,780-639-3619,huey.marcille@gmail.com,None
Maryann,Royster,214,Italian,Booking.com,Double-double,8,4,4,80,150,70,6/17/2019,6/18/2019,403-212-4945,danilo_pride@hotmail.com,None
Yuki,Whobrey,215,Italian,Priceline,Double,5,2,2,50,100,50,6/17/2019,6/18/2019,416-719-2114,leanna@cox.net,None
Meaghan,Garufi,216,England,Kayak,Double,4,2,2,50,100,50,6/17/2019,6/18/2019,902-256-6791,hbresser@aol.com,None
Kiley,Caldarera,217,Australian,Booking.com,Twin,1,2,2,50,100,50,6/18/2019,6/19/2019,905-456-1117,paola_vielma@aol.com,None
Abel,Maclead,218,Canadian,Expedia,Double-double,8,4,4,80,150,70,6/18/2019,6/19/2019,905-618-8258,lsteinhaus@cox.net,None
Minna,Amigon,219,American,Airbnb.com,Quad,7,4,4,80,150,70,6/18/2019,6/19/2019,519-788-7645,josefa.opitz@opitz.org,None
Mitsue,Tollner,220,England,Priceline,Double-double,8,4,4,80,150,70,6/19/2019,6/20/2019,506-827-7755,hui_portaro@cox.net,None
Simona,Morasca,221,Australian,Hotels.com,Executive Suite,9,6,6,100,200,100,6/19/2019,6/20/2019,306-421-5793,allene@yahoo.com,None
Donette,Foller,222,Spanish,Walk-in Guest,Double,3,2,2,50,100,50,6/19/2019,6/20/2019,514-487-6096,tom.loeza@gmail.com,None
Lenna,Paprocki,223,Canadian,Walk-in Guest,Apartment,10,8,8,150,300,150,6/20/2019,6/21/2019,604-334-3686,hannah@yahoo.com,None
Art,Venere,224,Italian,Airbnb.com,Double,3,2,2,50,100,50,6/20/2019,6/21/2019,613-903-7043,lourdes_bauswell@aol.com,None
Josephine,Darakjy,225,Italian,Booking.com,Quad,7,4,4,80,150,70,6/20/2019,6/21/2019,506-363-1526,kloud@gmail.com,None
James,Butt,226,England,Booking.com,Double,3,2,2,50,100,50,6/20/2019,6/22/2019,519-569-8399,lynsey.sport@aol.com,None
